,input,label
1568,1669,Other
1569,1670,Buzz
1570,1671,Fizz
1571,1672,Other
1572,1673,Other
1573,1674,Fizz
1574,1675,Buzz
1575,1676,Other
1576,1677,Fizz
1577,1678,Other
1578,1679,Other
1579,1680,FizzBuzz
1580,1681,Other
1581,1682,Other
1582,1683,Fizz
1583,1684,Other
1584,1685,Buzz
1585,1686,Fizz
1586,1687,Other
1587,1688,Other
1588,1689,Fizz
1589,1690,Buzz
1590,1691,Other
1591,1692,Fizz
1592,1693,Other
1593,1694,Other
1594,1695,FizzBuzz
1595,1696,Other
1596,1697,Other
1597,1698,Fizz
1598,1699,Other
1599,1700,Buzz
1600,1701,Fizz
1601,1702,Other
1602,1703,Other
1603,1704,Fizz
1604,1705,Buzz
1605,1706,Other
1606,1707,Fizz
1607,1708,Other
1608,1709,Other
1609,1710,FizzBuzz
1610,1711,Other
1611,1712,Other
1612,1713,Fizz
1613,1714,Other
1614,1715,Buzz
1615,1716,Fizz
1616,1717,Other
1617,1718,Other
1618,1719,Fizz
1619,1720,Buzz
1620,1721,Other
1621,1722,Fizz
1622,1723,Other
1623,1724,Other
1624,1725,FizzBuzz
1625,1726,Other
1626,1727,Other
1627,1728,Fizz
1628,1729,Other
1629,1730,Buzz
1630,1731,Fizz
1631,1732,Other
1632,1733,Other
1633,1734,Fizz
1634,1735,Buzz
1635,1736,Other
1636,1737,Fizz
1637,1738,Other
1638,1739,Other
1639,1740,FizzBuzz
1640,1741,Other
1641,1742,Other
1642,1743,Fizz
1643,1744,Other
1644,1745,Buzz
1645,1746,Fizz
1646,1747,Other
1647,1748,Other
1648,1749,Fizz
1649,1750,Buzz
1650,1751,Other
1651,1752,Fizz
1652,1753,Other
1653,1754,Other
1654,1755,FizzBuzz
1655,1756,Other
1656,1757,Other
1657,1758,Fizz
1658,1759,Other
1659,1760,Buzz
1660,1761,Fizz
1661,1762,Other
1662,1763,Other
1663,1764,Fizz
1664,1765,Buzz
1665,1766,Other
1666,1767,Fizz
1667,1768,Other
1668,1769,Other
1669,1770,FizzBuzz
1670,1771,Other
1671,1772,Other
1672,1773,Fizz
1673,1774,Other
1674,1775,Buzz
1675,1776,Fizz
1676,1777,Other
1677,1778,Other
1678,1779,Fizz
1679,1780,Buzz
1680,1781,Other
1681,1782,Fizz
1682,1783,Other
1683,1784,Other
1684,1785,FizzBuzz
1685,1786,Other
1686,1787,Other
1687,1788,Fizz
1688,1789,Other
1689,1790,Buzz
1690,1791,Fizz
1691,1792,Other
1692,1793,Other
1693,1794,Fizz
1694,1795,Buzz
1695,1796,Other
1696,1797,Fizz
1697,1798,Other
1698,1799,Other
1699,1800,FizzBuzz
1700,1801,Other
1701,1802,Other
1702,1803,Fizz
1703,1804,Other
1704,1805,Buzz
1705,1806,Fizz
1706,1807,Other
1707,1808,Other
1708,1809,Fizz
1709,1810,Buzz
1710,1811,Other
1711,1812,Fizz
1712,1813,Other
1713,1814,Other
1714,1815,FizzBuzz
1715,1816,Other
1716,1817,Other
1717,1818,Fizz
1718,1819,Other
1719,1820,Buzz
1720,1821,Fizz
1721,1822,Other
1722,1823,Other
1723,1824,Fizz
1724,1825,Buzz
1725,1826,Other
1726,1827,Fizz
1727,1828,Other
1728,1829,Other
1729,1830,FizzBuzz
1730,1831,Other
1731,1832,Other
1732,1833,Fizz
1733,1834,Other
1734,1835,Buzz
1735,1836,Fizz
1736,1837,Other
1737,1838,Other
1738,1839,Fizz
1739,1840,Buzz
1740,1841,Other
1741,1842,Fizz
1742,1843,Other
1743,1844,Other
1744,1845,FizzBuzz
1745,1846,Other
1746,1847,Other
1747,1848,Fizz
1748,1849,Other
1749,1850,Buzz
1750,1851,Fizz
1751,1852,Other
1752,1853,Other
1753,1854,Fizz
1754,1855,Buzz
1755,1856,Other
1756,1857,Fizz
1757,1858,Other
1758,1859,Other
1759,1860,FizzBuzz
1760,1861,Other
1761,1862,Other
1762,1863,Fizz
1763,1864,Other
1764,1865,Buzz
1765,1866,Fizz
1766,1867,Other
1767,1868,Other
1768,1869,Fizz
1769,1870,Buzz
1770,1871,Other
1771,1872,Fizz
1772,1873,Other
1773,1874,Other
1774,1875,FizzBuzz
1775,1876,Other
1776,1877,Other
1777,1878,Fizz
1778,1879,Other
1779,1880,Buzz
1780,1881,Fizz
1781,1882,Other
1782,1883,Other
1783,1884,Fizz
1784,1885,Buzz
1785,1886,Other
1786,1887,Fizz
1787,1888,Other
1788,1889,Other
1789,1890,FizzBuzz
1790,1891,Other
1791,1892,Other
1792,1893,Fizz
1793,1894,Other
1794,1895,Buzz
1795,1896,Fizz
1796,1897,Other
1797,1898,Other
1798,1899,Fizz
1799,1900,Buzz
1800,1901,Other
1801,1902,Fizz
1802,1903,Other
1803,1904,Other
1804,1905,FizzBuzz
1805,1906,Other
1806,1907,Other
1807,1908,Fizz
1808,1909,Other
1809,1910,Buzz
1810,1911,Fizz
1811,1912,Other
1812,1913,Other
1813,1914,Fizz
1814,1915,Buzz
1815,1916,Other
1816,1917,Fizz
1817,1918,Other
1818,1919,Other
1819,1920,FizzBuzz
1820,1921,Other
1821,1922,Other
1822,1923,Fizz
1823,1924,Other
1824,1925,Buzz
1825,1926,Fizz
1826,1927,Other
1827,1928,Other
1828,1929,Fizz
1829,1930,Buzz
1830,1931,Other
1831,1932,Fizz
1832,1933,Other
1833,1934,Other
1834,1935,FizzBuzz
1835,1936,Other
1836,1937,Other
1837,1938,Fizz
1838,1939,Other
1839,1940,Buzz
1840,1941,Fizz
1841,1942,Other
1842,1943,Other
1843,1944,Fizz
1844,1945,Buzz
1845,1946,Other
1846,1947,Fizz
1847,1948,Other
1848,1949,Other
1849,1950,FizzBuzz
1850,1951,Other
1851,1952,Other
1852,1953,Fizz
1853,1954,Other
1854,1955,Buzz
1855,1956,Fizz
1856,1957,Other
1857,1958,Other
1858,1959,Fizz
1859,1960,Buzz
1860,1961,Other
1861,1962,Fizz
1862,1963,Other
1863,1964,Other
1864,1965,FizzBuzz
1865,1966,Other
1866,1967,Other
1867,1968,Fizz
1868,1969,Other
1869,1970,Buzz
1870,1971,Fizz
1871,1972,Other
1872,1973,Other
1873,1974,Fizz
1874,1975,Buzz
1875,1976,Other
1876,1977,Fizz
1877,1978,Other
1878,1979,Other
1879,1980,FizzBuzz
1880,1981,Other
1881,1982,Other
1882,1983,Fizz
1883,1984,Other
1884,1985,Buzz
1885,1986,Fizz
1886,1987,Other
1887,1988,Other
1888,1989,Fizz
1889,1990,Buzz
1890,1991,Other
1891,1992,Fizz
1892,1993,Other
1893,1994,Other
1894,1995,FizzBuzz
1895,1996,Other
1896,1997,Other
1897,1998,Fizz
1898,1999,Other
1899,2000,Buzz
1900,2001,Fizz
1901,2002,Other
1902,2003,Other
1903,2004,Fizz
1904,2005,Buzz
1905,2006,Other
1906,2007,Fizz
1907,2008,Other
1908,2009,Other
1909,2010,FizzBuzz
1910,2011,Other
1911,2012,Other
1912,2013,Fizz
1913,2014,Other
1914,2015,Buzz
1915,2016,Fizz
1916,2017,Other
1917,2018,Other
1918,2019,Fizz
1919,2020,Buzz
1920,2021,Other
1921,2022,Fizz
1922,2023,Other
1923,2024,Other
1924,2025,FizzBuzz
1925,2026,Other
1926,2027,Other
1927,2028,Fizz
1928,2029,Other
1929,2030,Buzz
1930,2031,Fizz
1931,2032,Other
1932,2033,Other
1933,2034,Fizz
1934,2035,Buzz
1935,2036,Other
1936,2037,Fizz
1937,2038,Other
1938,2039,Other
1939,2040,FizzBuzz
1940,2041,Other
1941,2042,Other
1942,2043,Fizz
1943,2044,Other
1944,2045,Buzz
1945,2046,Fizz
1946,2047,Other
1947,2048,Other
1948,2049,Fizz
1949,2050,Buzz
1950,2051,Other
1951,2052,Fizz
1952,2053,Other
1953,2054,Other
1954,2055,FizzBuzz
1955,2056,Other
1956,2057,Other
1957,2058,Fizz
1958,2059,Other
1959,2060,Buzz
1960,2061,Fizz
1961,2062,Other
1962,2063,Other
1963,2064,Fizz
1964,2065,Buzz
1965,2066,Other
1966,2067,Fizz
1967,2068,Other
1968,2069,Other
1969,2070,FizzBuzz
1970,2071,Other
1971,2072,Other
1972,2073,Fizz
1973,2074,Other
1974,2075,Buzz
1975,2076,Fizz
1976,2077,Other
1977,2078,Other
1978,2079,Fizz
1979,2080,Buzz
1980,2081,Other
1981,2082,Fizz
1982,2083,Other
1983,2084,Other
1984,2085,FizzBuzz
1985,2086,Other
1986,2087,Other
1987,2088,Fizz
1988,2089,Other
1989,2090,Buzz
1990,2091,Fizz
1991,2092,Other
1992,2093,Other
1993,2094,Fizz
1994,2095,Buzz
1995,2096,Other
1996,2097,Fizz
1997,2098,Other
1998,2099,Other
1999,2100,FizzBuzz
2000,2101,Other
2001,2102,Other
2002,2103,Fizz
2003,2104,Other
2004,2105,Buzz
2005,2106,Fizz
2006,2107,Other
2007,2108,Other
2008,2109,Fizz
2009,2110,Buzz
2010,2111,Other
2011,2112,Fizz
2012,2113,Other
2013,2114,Other
2014,2115,FizzBuzz
2015,2116,Other
2016,2117,Other
2017,2118,Fizz
2018,2119,Other
2019,2120,Buzz
2020,2121,Fizz
2021,2122,Other
2022,2123,Other
2023,2124,Fizz
2024,2125,Buzz
2025,2126,Other
2026,2127,Fizz
2027,2128,Other
2028,2129,Other
2029,2130,FizzBuzz
2030,2131,Other
2031,2132,Other
2032,2133,Fizz
2033,2134,Other
2034,2135,Buzz
2035,2136,Fizz
2036,2137,Other
2037,2138,Other
2038,2139,Fizz
2039,2140,Buzz
2040,2141,Other
2041,2142,Fizz
2042,2143,Other
2043,2144,Other
2044,2145,FizzBuzz
2045,2146,Other
2046,2147,Other
2047,2148,Fizz
2048,2149,Other
2049,2150,Buzz
2050,2151,Fizz
2051,2152,Other
2052,2153,Other
2053,2154,Fizz
2054,2155,Buzz
2055,2156,Other
2056,2157,Fizz
2057,2158,Other
2058,2159,Other
2059,2160,FizzBuzz
2060,2161,Other
2061,2162,Other
2062,2163,Fizz
2063,2164,Other
2064,2165,Buzz
2065,2166,Fizz
2066,2167,Other
2067,2168,Other
2068,2169,Fizz
2069,2170,Buzz
2070,2171,Other
2071,2172,Fizz
2072,2173,Other
2073,2174,Other
2074,2175,FizzBuzz
2075,2176,Other
2076,2177,Other
2077,2178,Fizz
2078,2179,Other
2079,2180,Buzz
2080,2181,Fizz
2081,2182,Other
2082,2183,Other
2083,2184,Fizz
2084,2185,Buzz
2085,2186,Other
2086,2187,Fizz
2087,2188,Other
2088,2189,Other
2089,2190,FizzBuzz
2090,2191,Other
2091,2192,Other
2092,2193,Fizz
2093,2194,Other
2094,2195,Buzz
2095,2196,Fizz
2096,2197,Other
2097,2198,Other
2098,2199,Fizz
2099,2200,Buzz
2100,2201,Other
2101,2202,Fizz
2102,2203,Other
2103,2204,Other
2104,2205,FizzBuzz
2105,2206,Other
2106,2207,Other
2107,2208,Fizz
2108,2209,Other
2109,2210,Buzz
2110,2211,Fizz
2111,2212,Other
2112,2213,Other
2113,2214,Fizz
2114,2215,Buzz
2115,2216,Other
2116,2217,Fizz
2117,2218,Other
2118,2219,Other
2119,2220,FizzBuzz
2120,2221,Other
2121,2222,Other
2122,2223,Fizz
2123,2224,Other
2124,2225,Buzz
2125,2226,Fizz
2126,2227,Other
2127,2228,Other
2128,2229,Fizz
2129,2230,Buzz
2130,2231,Other
2131,2232,Fizz
2132,2233,Other
2133,2234,Other
2134,2235,FizzBuzz
2135,2236,Other
2136,2237,Other
2137,2238,Fizz
2138,2239,Other
2139,2240,Buzz
2140,2241,Fizz
2141,2242,Other
2142,2243,Other
2143,2244,Fizz
2144,2245,Buzz
2145,2246,Other
2146,2247,Fizz
2147,2248,Other
2148,2249,Other
2149,2250,FizzBuzz
2150,2251,Other
2151,2252,Other
2152,2253,Fizz
2153,2254,Other
2154,2255,Buzz
2155,2256,Fizz
2156,2257,Other
2157,2258,Other
2158,2259,Fizz
2159,2260,Buzz
2160,2261,Other
2161,2262,Fizz
2162,2263,Other
2163,2264,Other
2164,2265,FizzBuzz
2165,2266,Other
2166,2267,Other
2167,2268,Fizz
2168,2269,Other
2169,2270,Buzz
2170,2271,Fizz
2171,2272,Other
2172,2273,Other
2173,2274,Fizz
2174,2275,Buzz
2175,2276,Other
2176,2277,Fizz
2177,2278,Other
2178,2279,Other
2179,2280,FizzBuzz
2180,2281,Other
2181,2282,Other
2182,2283,Fizz
2183,2284,Other
2184,2285,Buzz
2185,2286,Fizz
2186,2287,Other
2187,2288,Other
2188,2289,Fizz
2189,2290,Buzz
2190,2291,Other
2191,2292,Fizz
2192,2293,Other
2193,2294,Other
2194,2295,FizzBuzz
2195,2296,Other
2196,2297,Other
2197,2298,Fizz
2198,2299,Other
2199,2300,Buzz
2200,2301,Fizz
2201,2302,Other
2202,2303,Other
2203,2304,Fizz
2204,2305,Buzz
2205,2306,Other
2206,2307,Fizz
2207,2308,Other
2208,2309,Other
2209,2310,FizzBuzz
2210,2311,Other
2211,2312,Other
2212,2313,Fizz
2213,2314,Other
2214,2315,Buzz
2215,2316,Fizz
2216,2317,Other
2217,2318,Other
2218,2319,Fizz
2219,2320,Buzz
2220,2321,Other
2221,2322,Fizz
2222,2323,Other
2223,2324,Other
2224,2325,FizzBuzz
2225,2326,Other
2226,2327,Other
2227,2328,Fizz
2228,2329,Other
2229,2330,Buzz
2230,2331,Fizz
2231,2332,Other
2232,2333,Other
2233,2334,Fizz
2234,2335,Buzz
2235,2336,Other
2236,2337,Fizz
2237,2338,Other
2238,2339,Other
2239,2340,FizzBuzz
2240,2341,Other
2241,2342,Other
2242,2343,Fizz
2243,2344,Other
2244,2345,Buzz
2245,2346,Fizz
2246,2347,Other
2247,2348,Other
2248,2349,Fizz
2249,2350,Buzz
2250,2351,Other
2251,2352,Fizz
2252,2353,Other
2253,2354,Other
2254,2355,FizzBuzz
2255,2356,Other
2256,2357,Other
2257,2358,Fizz
2258,2359,Other
2259,2360,Buzz
2260,2361,Fizz
2261,2362,Other
2262,2363,Other
2263,2364,Fizz
2264,2365,Buzz
2265,2366,Other
2266,2367,Fizz
2267,2368,Other
2268,2369,Other
2269,2370,FizzBuzz
2270,2371,Other
2271,2372,Other
2272,2373,Fizz
2273,2374,Other
2274,2375,Buzz
2275,2376,Fizz
2276,2377,Other
2277,2378,Other
2278,2379,Fizz
2279,2380,Buzz
2280,2381,Other
2281,2382,Fizz
2282,2383,Other
2283,2384,Other
2284,2385,FizzBuzz
2285,2386,Other
2286,2387,Other
2287,2388,Fizz
2288,2389,Other
2289,2390,Buzz
2290,2391,Fizz
2291,2392,Other
2292,2393,Other
2293,2394,Fizz
2294,2395,Buzz
2295,2396,Other
2296,2397,Fizz
2297,2398,Other
2298,2399,Other
2299,2400,FizzBuzz
2300,2401,Other
2301,2402,Other
2302,2403,Fizz
2303,2404,Other
2304,2405,Buzz
2305,2406,Fizz
2306,2407,Other
2307,2408,Other
2308,2409,Fizz
2309,2410,Buzz
2310,2411,Other
2311,2412,Fizz
2312,2413,Other
2313,2414,Other
2314,2415,FizzBuzz
2315,2416,Other
2316,2417,Other
2317,2418,Fizz
2318,2419,Other
2319,2420,Buzz
2320,2421,Fizz
2321,2422,Other
2322,2423,Other
2323,2424,Fizz
2324,2425,Buzz
2325,2426,Other
2326,2427,Fizz
2327,2428,Other
2328,2429,Other
2329,2430,FizzBuzz
2330,2431,Other
2331,2432,Other
2332,2433,Fizz
2333,2434,Other
2334,2435,Buzz
2335,2436,Fizz
2336,2437,Other
2337,2438,Other
2338,2439,Fizz
2339,2440,Buzz
2340,2441,Other
2341,2442,Fizz
2342,2443,Other
2343,2444,Other
2344,2445,FizzBuzz
2345,2446,Other
2346,2447,Other
2347,2448,Fizz
2348,2449,Other
2349,2450,Buzz
2350,2451,Fizz
2351,2452,Other
2352,2453,Other
2353,2454,Fizz
2354,2455,Buzz
2355,2456,Other
2356,2457,Fizz
2357,2458,Other
2358,2459,Other
2359,2460,FizzBuzz
2360,2461,Other
2361,2462,Other
2362,2463,Fizz
2363,2464,Other
2364,2465,Buzz
2365,2466,Fizz
2366,2467,Other
2367,2468,Other
2368,2469,Fizz
2369,2470,Buzz
2370,2471,Other
2371,2472,Fizz
2372,2473,Other
2373,2474,Other
2374,2475,FizzBuzz
2375,2476,Other
2376,2477,Other
2377,2478,Fizz
2378,2479,Other
2379,2480,Buzz
2380,2481,Fizz
2381,2482,Other
2382,2483,Other
2383,2484,Fizz
2384,2485,Buzz
2385,2486,Other
2386,2487,Fizz
2387,2488,Other
2388,2489,Other
2389,2490,FizzBuzz
2390,2491,Other
2391,2492,Other
2392,2493,Fizz
2393,2494,Other
2394,2495,Buzz
2395,2496,Fizz
2396,2497,Other
2397,2498,Other
2398,2499,Fizz
2399,2500,Buzz
2400,2501,Other
2401,2502,Fizz
2402,2503,Other
2403,2504,Other
2404,2505,FizzBuzz
2405,2506,Other
2406,2507,Other
2407,2508,Fizz
2408,2509,Other
2409,2510,Buzz
2410,2511,Fizz
2411,2512,Other
2412,2513,Other
2413,2514,Fizz
2414,2515,Buzz
2415,2516,Other
2416,2517,Fizz
2417,2518,Other
2418,2519,Other
2419,2520,FizzBuzz
2420,2521,Other
2421,2522,Other
2422,2523,Fizz
2423,2524,Other
2424,2525,Buzz
2425,2526,Fizz
2426,2527,Other
2427,2528,Other
2428,2529,Fizz
2429,2530,Buzz
2430,2531,Other
2431,2532,Fizz
2432,2533,Other
2433,2534,Other
2434,2535,FizzBuzz
2435,2536,Other
2436,2537,Other
2437,2538,Fizz
2438,2539,Other
2439,2540,Buzz
2440,2541,Fizz
2441,2542,Other
2442,2543,Other
2443,2544,Fizz
2444,2545,Buzz
2445,2546,Other
2446,2547,Fizz
2447,2548,Other
2448,2549,Other
2449,2550,FizzBuzz
2450,2551,Other
2451,2552,Other
2452,2553,Fizz
2453,2554,Other
2454,2555,Buzz
2455,2556,Fizz
2456,2557,Other
2457,2558,Other
2458,2559,Fizz
2459,2560,Buzz
2460,2561,Other
2461,2562,Fizz
2462,2563,Other
2463,2564,Other
2464,2565,FizzBuzz
2465,2566,Other
2466,2567,Other
2467,2568,Fizz
2468,2569,Other
2469,2570,Buzz
2470,2571,Fizz
2471,2572,Other
2472,2573,Other
2473,2574,Fizz
2474,2575,Buzz
2475,2576,Other
2476,2577,Fizz
2477,2578,Other
2478,2579,Other
2479,2580,FizzBuzz
2480,2581,Other
2481,2582,Other
2482,2583,Fizz
2483,2584,Other
2484,2585,Buzz
2485,2586,Fizz
2486,2587,Other
2487,2588,Other
2488,2589,Fizz
2489,2590,Buzz
2490,2591,Other
2491,2592,Fizz
2492,2593,Other
2493,2594,Other
2494,2595,FizzBuzz
2495,2596,Other
2496,2597,Other
2497,2598,Fizz
2498,2599,Other
2499,2600,Buzz
2500,2601,Fizz
2501,2602,Other
2502,2603,Other
2503,2604,Fizz
2504,2605,Buzz
2505,2606,Other
2506,2607,Fizz
2507,2608,Other
2508,2609,Other
2509,2610,FizzBuzz
2510,2611,Other
2511,2612,Other
2512,2613,Fizz
2513,2614,Other
2514,2615,Buzz
2515,2616,Fizz
2516,2617,Other
2517,2618,Other
2518,2619,Fizz
2519,2620,Buzz
2520,2621,Other
2521,2622,Fizz
2522,2623,Other
2523,2624,Other
2524,2625,FizzBuzz
2525,2626,Other
2526,2627,Other
2527,2628,Fizz
2528,2629,Other
2529,2630,Buzz
2530,2631,Fizz
2531,2632,Other
2532,2633,Other
2533,2634,Fizz
2534,2635,Buzz
2535,2636,Other
2536,2637,Fizz
2537,2638,Other
2538,2639,Other
2539,2640,FizzBuzz
2540,2641,Other
2541,2642,Other
2542,2643,Fizz
2543,2644,Other
2544,2645,Buzz
2545,2646,Fizz
2546,2647,Other
2547,2648,Other
2548,2649,Fizz
2549,2650,Buzz
2550,2651,Other
2551,2652,Fizz
2552,2653,Other
2553,2654,Other
2554,2655,FizzBuzz
2555,2656,Other
2556,2657,Other
2557,2658,Fizz
2558,2659,Other
2559,2660,Buzz
2560,2661,Fizz
2561,2662,Other
2562,2663,Other
2563,2664,Fizz
2564,2665,Buzz
2565,2666,Other
2566,2667,Fizz
2567,2668,Other
2568,2669,Other
2569,2670,FizzBuzz
2570,2671,Other
2571,2672,Other
2572,2673,Fizz
2573,2674,Other
2574,2675,Buzz
2575,2676,Fizz
2576,2677,Other
2577,2678,Other
2578,2679,Fizz
2579,2680,Buzz
2580,2681,Other
2581,2682,Fizz
2582,2683,Other
2583,2684,Other
2584,2685,FizzBuzz
2585,2686,Other
2586,2687,Other
2587,2688,Fizz
2588,2689,Other
2589,2690,Buzz
2590,2691,Fizz
2591,2692,Other
2592,2693,Other
2593,2694,Fizz
2594,2695,Buzz
2595,2696,Other
2596,2697,Fizz
2597,2698,Other
2598,2699,Other
2599,2700,FizzBuzz
2600,2701,Other
2601,2702,Other
2602,2703,Fizz
2603,2704,Other
2604,2705,Buzz
2605,2706,Fizz
2606,2707,Other
2607,2708,Other
2608,2709,Fizz
2609,2710,Buzz
2610,2711,Other
2611,2712,Fizz
2612,2713,Other
2613,2714,Other
2614,2715,FizzBuzz
2615,2716,Other
2616,2717,Other
2617,2718,Fizz
2618,2719,Other
2619,2720,Buzz
2620,2721,Fizz
2621,2722,Other
2622,2723,Other
2623,2724,Fizz
2624,2725,Buzz
2625,2726,Other
2626,2727,Fizz
2627,2728,Other
2628,2729,Other
2629,2730,FizzBuzz
2630,2731,Other
2631,2732,Other
2632,2733,Fizz
2633,2734,Other
2634,2735,Buzz
2635,2736,Fizz
2636,2737,Other
2637,2738,Other
2638,2739,Fizz
2639,2740,Buzz
2640,2741,Other
2641,2742,Fizz
2642,2743,Other
2643,2744,Other
2644,2745,FizzBuzz
2645,2746,Other
2646,2747,Other
2647,2748,Fizz
2648,2749,Other
2649,2750,Buzz
2650,2751,Fizz
2651,2752,Other
2652,2753,Other
2653,2754,Fizz
2654,2755,Buzz
2655,2756,Other
2656,2757,Fizz
2657,2758,Other
2658,2759,Other
2659,2760,FizzBuzz
2660,2761,Other
2661,2762,Other
2662,2763,Fizz
2663,2764,Other
2664,2765,Buzz
2665,2766,Fizz
2666,2767,Other
2667,2768,Other
2668,2769,Fizz
2669,2770,Buzz
2670,2771,Other
2671,2772,Fizz
2672,2773,Other
2673,2774,Other
2674,2775,FizzBuzz
2675,2776,Other
2676,2777,Other
2677,2778,Fizz
2678,2779,Other
2679,2780,Buzz
2680,2781,Fizz
2681,2782,Other
2682,2783,Other
2683,2784,Fizz
2684,2785,Buzz
2685,2786,Other
2686,2787,Fizz
2687,2788,Other
2688,2789,Other
2689,2790,FizzBuzz
2690,2791,Other
2691,2792,Other
2692,2793,Fizz
2693,2794,Other
2694,2795,Buzz
2695,2796,Fizz
2696,2797,Other
2697,2798,Other
2698,2799,Fizz
2699,2800,Buzz
2700,2801,Other
2701,2802,Fizz
2702,2803,Other
2703,2804,Other
2704,2805,FizzBuzz
2705,2806,Other
2706,2807,Other
2707,2808,Fizz
2708,2809,Other
2709,2810,Buzz
2710,2811,Fizz
2711,2812,Other
2712,2813,Other
2713,2814,Fizz
2714,2815,Buzz
2715,2816,Other
2716,2817,Fizz
2717,2818,Other
2718,2819,Other
2719,2820,FizzBuzz
2720,2821,Other
2721,2822,Other
2722,2823,Fizz
2723,2824,Other
2724,2825,Buzz
2725,2826,Fizz
2726,2827,Other
2727,2828,Other
2728,2829,Fizz
2729,2830,Buzz
2730,2831,Other
2731,2832,Fizz
2732,2833,Other
2733,2834,Other
2734,2835,FizzBuzz
2735,2836,Other
2736,2837,Other
2737,2838,Fizz
2738,2839,Other
2739,2840,Buzz
2740,2841,Fizz
2741,2842,Other
2742,2843,Other
2743,2844,Fizz
2744,2845,Buzz
2745,2846,Other
2746,2847,Fizz
2747,2848,Other
2748,2849,Other
2749,2850,FizzBuzz
2750,2851,Other
2751,2852,Other
2752,2853,Fizz
2753,2854,Other
2754,2855,Buzz
2755,2856,Fizz
2756,2857,Other
2757,2858,Other
2758,2859,Fizz
2759,2860,Buzz
2760,2861,Other
2761,2862,Fizz
2762,2863,Other
2763,2864,Other
2764,2865,FizzBuzz
2765,2866,Other
2766,2867,Other
2767,2868,Fizz
2768,2869,Other
2769,2870,Buzz
2770,2871,Fizz
2771,2872,Other
2772,2873,Other
2773,2874,Fizz
2774,2875,Buzz
2775,2876,Other
2776,2877,Fizz
2777,2878,Other
2778,2879,Other
2779,2880,FizzBuzz
2780,2881,Other
2781,2882,Other
2782,2883,Fizz
2783,2884,Other
2784,2885,Buzz
2785,2886,Fizz
2786,2887,Other
2787,2888,Other
2788,2889,Fizz
2789,2890,Buzz
2790,2891,Other
2791,2892,Fizz
2792,2893,Other
2793,2894,Other
2794,2895,FizzBuzz
2795,2896,Other
2796,2897,Other
2797,2898,Fizz
2798,2899,Other
2799,2900,Buzz
2800,2901,Fizz
2801,2902,Other
2802,2903,Other
2803,2904,Fizz
2804,2905,Buzz
2805,2906,Other
2806,2907,Fizz
2807,2908,Other
2808,2909,Other
2809,2910,FizzBuzz
2810,2911,Other
2811,2912,Other
2812,2913,Fizz
2813,2914,Other
2814,2915,Buzz
2815,2916,Fizz
2816,2917,Other
2817,2918,Other
2818,2919,Fizz
2819,2920,Buzz
2820,2921,Other
2821,2922,Fizz
2822,2923,Other
2823,2924,Other
2824,2925,FizzBuzz
2825,2926,Other
2826,2927,Other
2827,2928,Fizz
2828,2929,Other
2829,2930,Buzz
2830,2931,Fizz
2831,2932,Other
2832,2933,Other
2833,2934,Fizz
2834,2935,Buzz
2835,2936,Other
2836,2937,Fizz
2837,2938,Other
2838,2939,Other
2839,2940,FizzBuzz
2840,2941,Other
2841,2942,Other
2842,2943,Fizz
2843,2944,Other
2844,2945,Buzz
2845,2946,Fizz
2846,2947,Other
2847,2948,Other
2848,2949,Fizz
2849,2950,Buzz
2850,2951,Other
2851,2952,Fizz
2852,2953,Other
2853,2954,Other
2854,2955,FizzBuzz
2855,2956,Other
2856,2957,Other
2857,2958,Fizz
2858,2959,Other
2859,2960,Buzz
2860,2961,Fizz
2861,2962,Other
2862,2963,Other
2863,2964,Fizz
2864,2965,Buzz
2865,2966,Other
2866,2967,Fizz
2867,2968,Other
2868,2969,Other
2869,2970,FizzBuzz
2870,2971,Other
2871,2972,Other
2872,2973,Fizz
2873,2974,Other
2874,2975,Buzz
2875,2976,Fizz
2876,2977,Other
2877,2978,Other
2878,2979,Fizz
2879,2980,Buzz
2880,2981,Other
2881,2982,Fizz
2882,2983,Other
2883,2984,Other
2884,2985,FizzBuzz
2885,2986,Other
2886,2987,Other
2887,2988,Fizz
2888,2989,Other
2889,2990,Buzz
2890,2991,Fizz
2891,2992,Other
2892,2993,Other
2893,2994,Fizz
2894,2995,Buzz
2895,2996,Other
2896,2997,Fizz
2897,2998,Other
2898,2999,Other
2899,3000,FizzBuzz
2900,3001,Other
2901,3002,Other
2902,3003,Fizz
2903,3004,Other
2904,3005,Buzz
2905,3006,Fizz
2906,3007,Other
2907,3008,Other
2908,3009,Fizz
2909,3010,Buzz
2910,3011,Other
2911,3012,Fizz
2912,3013,Other
2913,3014,Other
2914,3015,FizzBuzz
2915,3016,Other
2916,3017,Other
2917,3018,Fizz
2918,3019,Other
2919,3020,Buzz
2920,3021,Fizz
2921,3022,Other
2922,3023,Other
2923,3024,Fizz
2924,3025,Buzz
2925,3026,Other
2926,3027,Fizz
2927,3028,Other
2928,3029,Other
2929,3030,FizzBuzz
2930,3031,Other
2931,3032,Other
2932,3033,Fizz
2933,3034,Other
2934,3035,Buzz
2935,3036,Fizz
2936,3037,Other
2937,3038,Other
2938,3039,Fizz
2939,3040,Buzz
2940,3041,Other
2941,3042,Fizz
2942,3043,Other
2943,3044,Other
2944,3045,FizzBuzz
2945,3046,Other
2946,3047,Other
2947,3048,Fizz
2948,3049,Other
